"County","County Number","Legislative District","Precinct Number","Polling Location","Address","City","State","Zip Code","Polling Hours","County Auditor Phone"
"Cass","09","11","01","Cass County Courthouse","211 9th St S","Fargo","ND","58103"," 7:00AM-7:00PM","(701) 241-5600 Ext. "
"Cass","09","11","01","Days Inn Casselton","2050 Governor's Drive","Casselton","ND","58012"," 7:00AM-7:00PM","(701) 241-5600 Ext. "
"Cass","09","11","01","Doubletree Inn","825 E Beaton Dr","West Fargo","ND","58078"," 7:00AM-7:00PM","(701) 241-5600 Ext. "
"Cass","09","11","01","El Zagal Shrine","1429 3rd Street North","Fargo","ND","58102"," 7:00AM-7:00PM","(701) 241-5600 Ext. "
"Cass","09","11","01","Fargo Civic Center","207 4th St N","Fargo","ND","58102"," 7:00AM-7:00PM","(701) 241-5600 Ext. "
"Cass","09","11","01","FargoDome","1800 University Drive North","Fargo","ND","58102"," 7:00AM-7:00PM","(701) 241-5600 Ext. "
"Cass","09","11","01","Harwood Community Center","210 Freedland Drive","Harwood","ND","58042"," 7:00AM-7:00PM","(701) 241-5600 Ext. "
"Cass","09","11","01","Horace Senior Ctr","214 Thue Ct","Horace","ND","58047"," 7:00AM-7:00PM","(701) 241-5600 Ext. "
"Cass","09","11","01","Hulbert Aquatic Center","620 7th Ave E","West Fargo","ND","58078"," 7:00AM-7:00PM","(701) 241-5600 Ext. "
"Cass","09","11","01","Kindred City Hall","31 5th Ave N","Kindred","ND","58051"," 7:00AM-7:00PM","(701) 241-5600 Ext. "
"Cass","09","11","01","Northview Church","3401 25th St S","Fargo","ND","58104"," 7:00AM-7:00PM","(701) 241-5600 Ext. "
"Cass","09","11","01","Olivet Lutheran","1330 University Drive South","Fargo","ND","58103"," 7:00AM-7:00PM","(701) 241-5600 Ext. "
"Cass","09","11","01","Ramada Inn","3333 13th Avenue South","Fargo","ND","58103"," 7:00AM-7:00PM","(701) 241-5600 Ext. "
"Cass","09","11","01","RRVF - Hartl Ag Building","1805 Main Ave W","West Fargo","ND","58078"," 7:00AM-7:00PM","(701) 241-5600 Ext. "
"Cass","09","11","01","Scheels Arena","5225 31st Ave S","Fargo","ND","58104"," 7:00AM-7:00PM","(701) 241-5600 Ext. "
"Cass","09","11","01","Tower City Community Center","507 Broadway St","Tower City","ND","58071"," 7:00AM-7:00PM","(701) 241-5600 Ext. "
"Cass","09","11","01","Triumph West","3745 Sheyenne St","West Fargo","ND","58078"," 7:00AM-7:00PM","(701) 241-5600 Ext. "
"Cass","09","11","02","Arthur Community Hall","550 Main St","Arthur","ND","58006"," 7:00AM-7:00PM","(701) 241-5600 Ext. "
"Cass","09","11","02","Atonement Lutheran","4601 University Drive South","Fargo","ND","58104"," 7:00AM-7:00PM","(701) 241-5600 Ext. "
"Cass","09","11","02","Calvary United Methodist","4575 45th Street South","Fargo","ND","58104"," 7:00AM-7:00PM","(701) 241-5600 Ext. "
"Cass","09","11","02","Cass County Courthouse","211 9th St S","Fargo","ND","58103"," 7:00AM-7:00PM","(701) 241-5600 Ext. "
"Cass","09","11","02","Days Inn Casselton","2050 Governor's Drive","Casselton","ND","58012"," 7:00AM-7:00PM","(701) 241-5600 Ext. "
"Cass","09","11","02","Doubletree Inn","825 E Beaton Dr","West Fargo","ND","58078"," 7:00AM-7:00PM","(701) 241-5600 Ext. "
"Cass","09","11","02","El Zagal Shrine","1429 3rd Street North","Fargo","ND","58102"," 7:00AM-7:00PM","(701) 241-5600 Ext. "
"Cass","09","11","02","Fargo Civic Center","207 4th St N","Fargo","ND","58102"," 7:00AM-7:00PM","(701) 241-5600 Ext. "
"Cass","09","11","02","FargoDome","1800 University Drive North","Fargo","ND","58102"," 7:00AM-7:00PM","(701) 241-5600 Ext. "
"Cass","09","11","02","Harwood Community Center","210 Freedland Drive","Harwood","ND","58042"," 7:00AM-7:00PM","(701) 241-5600 Ext. "
"Cass","09","11","02","Horace Senior Ctr","214 Thue Ct","Horace","ND","58047"," 7:00AM-7:00PM","(701) 241-5600 Ext. "
"Cass","09","11","02","Hulbert Aquatic Center","620 7th Ave E","West Fargo","ND","58078"," 7:00AM-7:00PM","(701) 241-5600 Ext. "
"Cass","09","11","02","Kindred City Hall","31 5th Ave N","Kindred","ND","58051"," 7:00AM-7:00PM","(701) 241-5600 Ext. "
"Cass","09","11","02","Northview Church","3401 25th St S","Fargo","ND","58104"," 7:00AM-7:00PM","(701) 241-5600 Ext. "
"Cass","09","11","02","Olivet Lutheran","1330 University Drive South","Fargo","ND","58103"," 7:00AM-7:00PM","(701) 241-5600 Ext. "
"Cass","09","11","02","Ramada Inn","3333 13th Avenue South","Fargo","ND","58103"," 7:00AM-7:00PM","(701) 241-5600 Ext. "
"Cass","09","11","02","RRVF - Hartl Ag Building","1805 Main Ave W","West Fargo","ND","58078"," 7:00AM-7:00PM","(701) 241-5600 Ext. "
"Cass","09","11","02","Scheels Arena","5225 31st Ave S","Fargo","ND","58104"," 7:00AM-7:00PM","(701) 241-5600 Ext. "
"Cass","09","11","02","Tower City Community Center","507 Broadway St","Tower City","ND","58071"," 7:00AM-7:00PM","(701) 241-5600 Ext. "
"Cass","09","11","02","Triumph West","3745 Sheyenne St","West Fargo","ND","58078"," 7:00AM-7:00PM","(701) 241-5600 Ext. "
"Cass","09","13","01","Arthur Community Hall","550 Main St","Arthur","ND","58006"," 7:00AM-7:00PM","(701) 241-5600 Ext. "
"Cass","09","13","01","Atonement Lutheran","4601 University Drive South","Fargo","ND","58104"," 7:00AM-7:00PM","(701) 241-5600 Ext. "
"Cass","09","13","01","Calvary United Methodist","4575 45th Street South","Fargo","ND","58104"," 7:00AM-7:00PM","(701) 241-5600 Ext. "
"Cass","09","13","01","Cass County Courthouse","211 9th St S","Fargo","ND","58103"," 7:00AM-7:00PM","(701) 241-5600 Ext. "
"Cass","09","13","01","Days Inn Casselton","2050 Governor's Drive","Casselton","ND","58012"," 7:00AM-7:00PM","(701) 241-5600 Ext. "
"Cass","09","13","01","Doubletree Inn","825 E Beaton Dr","West Fargo","ND","58078"," 7:00AM-7:00PM","(701) 241-5600 Ext. "
"Cass","09","13","01","El Zagal Shrine","1429 3rd Street North","Fargo","ND","58102"," 7:00AM-7:00PM","(701) 241-5600 Ext. "
"Cass","09","13","01","Fargo Civic Center","207 4th St N","Fargo","ND","58102"," 7:00AM-7:00PM","(701) 241-5600 Ext. "
"Cass","09","13","01","FargoDome","1800 University Drive North","Fargo","ND","58102"," 7:00AM-7:00PM","(701) 241-5600 Ext. "
"Cass","09","13","01","Harwood Community Center","210 Freedland Drive","Harwood","ND","58042"," 7:00AM-7:00PM","(701) 241-5600 Ext. "
"Cass","09","13","01","Horace Senior Ctr","214 Thue Ct","Horace","ND","58047"," 7:00AM-7:00PM","(701) 241-5600 Ext. "
"Cass","09","13","01","Hulbert Aquatic Center","620 7th Ave E","West Fargo","ND","58078"," 7:00AM-7:00PM","(701) 241-5600 Ext. "
"Cass","09","13","01","Kindred City Hall","31 5th Ave N","Kindred","ND","58051"," 7:00AM-7:00PM","(701) 241-5600 Ext. "
"Cass","09","13","01","Northview Church","3401 25th St S","Fargo","ND","58104"," 7:00AM-7:00PM","(701) 241-5600 Ext. "
"Cass","09","13","01","Olivet Lutheran","1330 University Drive South","Fargo","ND","58103"," 7:00AM-7:00PM","(701) 241-5600 Ext. "
"Cass","09","13","01","Ramada Inn","3333 13th Avenue South","Fargo","ND","58103"," 7:00AM-7:00PM","(701) 241-5600 Ext. "
"Cass","09","13","01","RRVF - Hartl Ag Building","1805 Main Ave W","West Fargo","ND","58078"," 7:00AM-7:00PM","(701) 241-5600 Ext. "
"Cass","09","13","01","Scheels Arena","5225 31st Ave S","Fargo","ND","58104"," 7:00AM-7:00PM","(701) 241-5600 Ext. "
"Cass","09","13","01","Tower City Community Center","507 Broadway St","Tower City","ND","58071"," 7:00AM-7:00PM","(701) 241-5600 Ext. "
"Cass","09","13","01","Triumph West","3745 Sheyenne St","West Fargo","ND","58078"," 7:00AM-7:00PM","(701) 241-5600 Ext. "
"Cass","09","13","02","Arthur Community Hall","550 Main St","Arthur","ND","58006"," 7:00AM-7:00PM","(701) 241-5600 Ext. "
"Cass","09","13","02","Atonement Lutheran","4601 University Drive South","Fargo","ND","58104"," 7:00AM-7:00PM","(701) 241-5600 Ext. "
"Cass","09","13","02","Calvary United Methodist","4575 45th Street South","Fargo","ND","58104"," 7:00AM-7:00PM","(701) 241-5600 Ext. "
"Cass","09","13","02","Cass County Courthouse","211 9th St S","Fargo","ND","58103"," 7:00AM-7:00PM","(701) 241-5600 Ext. "
"Cass","09","13","02","Days Inn Casselton","2050 Governor's Drive","Casselton","ND","58012"," 7:00AM-7:00PM","(701) 241-5600 Ext. "
"Cass","09","13","02","Doubletree Inn","825 E Beaton Dr","West Fargo","ND","58078"," 7:00AM-7:00PM","(701) 241-5600 Ext. "
"Cass","09","13","02","El Zagal Shrine","1429 3rd Street North","Fargo","ND","58102"," 7:00AM-7:00PM","(701) 241-5600 Ext. "
"Cass","09","13","02","Fargo Civic Center","207 4th St N","Fargo","ND","58102"," 7:00AM-7:00PM","(701) 241-5600 Ext. "
"Cass","09","13","02","FargoDome","1800 University Drive North","Fargo","ND","58102"," 7:00AM-7:00PM","(701) 241-5600 Ext. "
"Cass","09","13","02","Harwood Community Center","210 Freedland Drive","Harwood","ND","58042"," 7:00AM-7:00PM","(701) 241-5600 Ext. "
"Cass","09","13","02","Horace Senior Ctr","214 Thue Ct","Horace","ND","58047"," 7:00AM-7:00PM","(701) 241-5600 Ext. "
"Cass","09","13","02","Hulbert Aquatic Center","620 7th Ave E","West Fargo","ND","58078"," 7:00AM-7:00PM","(701) 241-5600 Ext. "
"Cass","09","13","02","Kindred City Hall","31 5th Ave N","Kindred","ND","58051"," 7:00AM-7:00PM","(701) 241-5600 Ext. "
"Cass","09","13","02","Northview Church","3401 25th St S","Fargo","ND","58104"," 7:00AM-7:00PM","(701) 241-5600 Ext. "
"Cass","09","13","02","Olivet Lutheran","1330 University Drive South","Fargo","ND","58103"," 7:00AM-7:00PM","(701) 241-5600 Ext. "
"Cass","09","13","02","Ramada Inn","3333 13th Avenue South","Fargo","ND","58103"," 7:00AM-7:00PM","(701) 241-5600 Ext. "
"Cass","09","13","02","RRVF - Hartl Ag Building","1805 Main Ave W","West Fargo","ND","58078"," 7:00AM-7:00PM","(701) 241-5600 Ext. "
"Cass","09","13","02","Scheels Arena","5225 31st Ave S","Fargo","ND","58104"," 7:00AM-7:00PM","(701) 241-5600 Ext. "
"Cass","09","13","02","Tower City Community Center","507 Broadway St","Tower City","ND","58071"," 7:00AM-7:00PM","(701) 241-5600 Ext. "
"Cass","09","13","02","Triumph West","3745 Sheyenne St","West Fargo","ND","58078"," 7:00AM-7:00PM","(701) 241-5600 Ext. "
"Cass","09","13","03","Arthur Community Hall","550 Main St","Arthur","ND","58006"," 7:00AM-7:00PM","(701) 241-5600 Ext. "
"Cass","09","13","03","Atonement Lutheran","4601 University Drive South","Fargo","ND","58104"," 7:00AM-7:00PM","(701) 241-5600 Ext. "
"Cass","09","13","03","Calvary United Methodist","4575 45th Street South","Fargo","ND","58104"," 7:00AM-7:00PM","(701) 241-5600 Ext. "
"Cass","09","13","03","Cass County Courthouse","211 9th St S","Fargo","ND","58103"," 7:00AM-7:00PM","(701) 241-5600 Ext. "
"Cass","09","13","03","Days Inn Casselton","2050 Governor's Drive","Casselton","ND","58012"," 7:00AM-7:00PM","(701) 241-5600 Ext. "
"Cass","09","13","03","Doubletree Inn","825 E Beaton Dr","West Fargo","ND","58078"," 7:00AM-7:00PM","(701) 241-5600 Ext. "
"Cass","09","13","03","El Zagal Shrine","1429 3rd Street North","Fargo","ND","58102"," 7:00AM-7:00PM","(701) 241-5600 Ext. "
"Cass","09","13","03","Fargo Civic Center","207 4th St N","Fargo","ND","58102"," 7:00AM-7:00PM","(701) 241-5600 Ext. "
"Cass","09","13","03","FargoDome","1800 University Drive North","Fargo","ND","58102"," 7:00AM-7:00PM","(701) 241-5600 Ext. "
"Cass","09","13","03","Harwood Community Center","210 Freedland Drive","Harwood","ND","58042"," 7:00AM-7:00PM","(701) 241-5600 Ext. "
"Cass","09","13","03","Horace Senior Ctr","214 Thue Ct","Horace","ND","58047"," 7:00AM-7:00PM","(701) 241-5600 Ext. "
"Cass","09","13","03","Hulbert Aquatic Center","620 7th Ave E","West Fargo","ND","58078"," 7:00AM-7:00PM","(701) 241-5600 Ext. "
"Cass","09","13","03","Kindred City Hall","31 5th Ave N","Kindred","ND","58051"," 7:00AM-7:00PM","(701) 241-5600 Ext. "
"Cass","09","13","03","Northview Church","3401 25th St S","Fargo","ND","58104"," 7:00AM-7:00PM","(701) 241-5600 Ext. "
"Cass","09","13","03","Olivet Lutheran","1330 University Drive South","Fargo","ND","58103"," 7:00AM-7:00PM","(701) 241-5600 Ext. "
"Cass","09","13","03","Ramada Inn","3333 13th Avenue South","Fargo","ND","58103"," 7:00AM-7:00PM","(701) 241-5600 Ext. "
"Cass","09","13","03","RRVF - Hartl Ag Building","1805 Main Ave W","West Fargo","ND","58078"," 7:00AM-7:00PM","(701) 241-5600 Ext. "
"Cass","09","13","03","Scheels Arena","5225 31st Ave S","Fargo","ND","58104"," 7:00AM-7:00PM","(701) 241-5600 Ext. "
"Cass","09","13","03","Tower City Community Center","507 Broadway St","Tower City","ND","58071"," 7:00AM-7:00PM","(701) 241-5600 Ext. "
"Cass","09","13","03","Triumph West","3745 Sheyenne St","West Fargo","ND","58078"," 7:00AM-7:00PM","(701) 241-5600 Ext. "
"Cass","09","16","01","Arthur Community Hall","550 Main St","Arthur","ND","58006"," 7:00AM-7:00PM","(701) 241-5600 Ext. "
"Cass","09","16","01","Atonement Lutheran","4601 University Drive South","Fargo","ND","58104"," 7:00AM-7:00PM","(701) 241-5600 Ext. "
"Cass","09","16","01","Calvary United Methodist","4575 45th Street South","Fargo","ND","58104"," 7:00AM-7:00PM","(701) 241-5600 Ext. "
"Cass","09","16","01","Cass County Courthouse","211 9th St S","Fargo","ND","58103"," 7:00AM-7:00PM","(701) 241-5600 Ext. "
"Cass","09","16","01","Days Inn Casselton","2050 Governor's Drive","Casselton","ND","58012"," 7:00AM-7:00PM","(701) 241-5600 Ext. "
"Cass","09","16","01","Doubletree Inn","825 E Beaton Dr","West Fargo","ND","58078"," 7:00AM-7:00PM","(701) 241-5600 Ext. "
"Cass","09","16","01","El Zagal Shrine","1429 3rd Street North","Fargo","ND","58102"," 7:00AM-7:00PM","(701) 241-5600 Ext. "
"Cass","09","16","01","Fargo Civic Center","207 4th St N","Fargo","ND","58102"," 7:00AM-7:00PM","(701) 241-5600 Ext. "
"Cass","09","16","01","FargoDome","1800 University Drive North","Fargo","ND","58102"," 7:00AM-7:00PM","(701) 241-5600 Ext. "
"Cass","09","16","01","Harwood Community Center","210 Freedland Drive","Harwood","ND","58042"," 7:00AM-7:00PM","(701) 241-5600 Ext. "
"Cass","09","16","01","Horace Senior Ctr","214 Thue Ct","Horace","ND","58047"," 7:00AM-7:00PM","(701) 241-5600 Ext. "
"Cass","09","16","01","Hulbert Aquatic Center","620 7th Ave E","West Fargo","ND","58078"," 7:00AM-7:00PM","(701) 241-5600 Ext. "
"Cass","09","16","01","Kindred City Hall","31 5th Ave N","Kindred","ND","58051"," 7:00AM-7:00PM","(701) 241-5600 Ext. "
"Cass","09","16","01","Northview Church","3401 25th St S","Fargo","ND","58104"," 7:00AM-7:00PM","(701) 241-5600 Ext. "
"Cass","09","16","01","Olivet Lutheran","1330 University Drive South","Fargo","ND","58103"," 7:00AM-7:00PM","(701) 241-5600 Ext. "
"Cass","09","16","01","Ramada Inn","3333 13th Avenue South","Fargo","ND","58103"," 7:00AM-7:00PM","(701) 241-5600 Ext. "
"Cass","09","16","01","RRVF - Hartl Ag Building","1805 Main Ave W","West Fargo","ND","58078"," 7:00AM-7:00PM","(701) 241-5600 Ext. "
"Cass","09","16","01","Scheels Arena","5225 31st Ave S","Fargo","ND","58104"," 7:00AM-7:00PM","(701) 241-5600 Ext. "
"Cass","09","16","01","Tower City Community Center","507 Broadway St","Tower City","ND","58071"," 7:00AM-7:00PM","(701) 241-5600 Ext. "
"Cass","09","16","01","Triumph West","3745 Sheyenne St","West Fargo","ND","58078"," 7:00AM-7:00PM","(701) 241-5600 Ext. "
"Cass","09","16","02","Arthur Community Hall","550 Main St","Arthur","ND","58006"," 7:00AM-7:00PM","(701) 241-5600 Ext. "
"Cass","09","16","02","Atonement Lutheran","4601 University Drive South","Fargo","ND","58104"," 7:00AM-7:00PM","(701) 241-5600 Ext. "
"Cass","09","16","02","Calvary United Methodist","4575 45th Street South","Fargo","ND","58104"," 7:00AM-7:00PM","(701) 241-5600 Ext. "
"Cass","09","16","02","Cass County Courthouse","211 9th St S","Fargo","ND","58103"," 7:00AM-7:00PM","(701) 241-5600 Ext. "
"Cass","09","16","02","Days Inn Casselton","2050 Governor's Drive","Casselton","ND","58012"," 7:00AM-7:00PM","(701) 241-5600 Ext. "
"Cass","09","16","02","Doubletree Inn","825 E Beaton Dr","West Fargo","ND","58078"," 7:00AM-7:00PM","(701) 241-5600 Ext. "
"Cass","09","16","02","El Zagal Shrine","1429 3rd Street North","Fargo","ND","58102"," 7:00AM-7:00PM","(701) 241-5600 Ext. "
"Cass","09","16","02","Fargo Civic Center","207 4th St N","Fargo","ND","58102"," 7:00AM-7:00PM","(701) 241-5600 Ext. "
"Cass","09","16","02","FargoDome","1800 University Drive North","Fargo","ND","58102"," 7:00AM-7:00PM","(701) 241-5600 Ext. "
"Cass","09","16","02","Harwood Community Center","210 Freedland Drive","Harwood","ND","58042"," 7:00AM-7:00PM","(701) 241-5600 Ext. "
"Cass","09","16","02","Horace Senior Ctr","214 Thue Ct","Horace","ND","58047"," 7:00AM-7:00PM","(701) 241-5600 Ext. "
"Cass","09","16","02","Hulbert Aquatic Center","620 7th Ave E","West Fargo","ND","58078"," 7:00AM-7:00PM","(701) 241-5600 Ext. "
"Cass","09","16","02","Kindred City Hall","31 5th Ave N","Kindred","ND","58051"," 7:00AM-7:00PM","(701) 241-5600 Ext. "
"Cass","09","16","02","Northview Church","3401 25th St S","Fargo","ND","58104"," 7:00AM-7:00PM","(701) 241-5600 Ext. "
"Cass","09","16","02","Olivet Lutheran","1330 University Drive South","Fargo","ND","58103"," 7:00AM-7:00PM","(701) 241-5600 Ext. "
"Cass","09","16","02","Ramada Inn","3333 13th Avenue South","Fargo","ND","58103"," 7:00AM-7:00PM","(701) 241-5600 Ext. "
"Cass","09","16","02","RRVF - Hartl Ag Building","1805 Main Ave W","West Fargo","ND","58078"," 7:00AM-7:00PM","(701) 241-5600 Ext. "
"Cass","09","16","02","Scheels Arena","5225 31st Ave S","Fargo","ND","58104"," 7:00AM-7:00PM","(701) 241-5600 Ext. "
"Cass","09","16","02","Tower City Community Center","507 Broadway St","Tower City","ND","58071"," 7:00AM-7:00PM","(701) 241-5600 Ext. "
"Cass","09","16","02","Triumph West","3745 Sheyenne St","West Fargo","ND","58078"," 7:00AM-7:00PM","(701) 241-5600 Ext. "
"Cass","09","21","01","Arthur Community Hall","550 Main St","Arthur","ND","58006"," 7:00AM-7:00PM","(701) 241-5600 Ext. "
"Cass","09","21","01","Atonement Lutheran","4601 University Drive South","Fargo","ND","58104"," 7:00AM-7:00PM","(701) 241-5600 Ext. "
"Cass","09","21","01","Calvary United Methodist","4575 45th Street South","Fargo","ND","58104"," 7:00AM-7:00PM","(701) 241-5600 Ext. "
"Cass","09","21","01","Cass County Courthouse","211 9th St S","Fargo","ND","58103"," 7:00AM-7:00PM","(701) 241-5600 Ext. "
"Cass","09","21","01","Days Inn Casselton","2050 Governor's Drive","Casselton","ND","58012"," 7:00AM-7:00PM","(701) 241-5600 Ext. "
"Cass","09","21","01","Doubletree Inn","825 E Beaton Dr","West Fargo","ND","58078"," 7:00AM-7:00PM","(701) 241-5600 Ext. "
"Cass","09","21","01","El Zagal Shrine","1429 3rd Street North","Fargo","ND","58102"," 7:00AM-7:00PM","(701) 241-5600 Ext. "
"Cass","09","21","01","Fargo Civic Center","207 4th St N","Fargo","ND","58102"," 7:00AM-7:00PM","(701) 241-5600 Ext. "
"Cass","09","21","01","FargoDome","1800 University Drive North","Fargo","ND","58102"," 7:00AM-7:00PM","(701) 241-5600 Ext. "
"Cass","09","21","01","Harwood Community Center","210 Freedland Drive","Harwood","ND","58042"," 7:00AM-7:00PM","(701) 241-5600 Ext. "
"Cass","09","21","01","Horace Senior Ctr","214 Thue Ct","Horace","ND","58047"," 7:00AM-7:00PM","(701) 241-5600 Ext. "
"Cass","09","21","01","Hulbert Aquatic Center","620 7th Ave E","West Fargo","ND","58078"," 7:00AM-7:00PM","(701) 241-5600 Ext. "
"Cass","09","21","01","Kindred City Hall","31 5th Ave N","Kindred","ND","58051"," 7:00AM-7:00PM","(701) 241-5600 Ext. "
"Cass","09","21","01","Northview Church","3401 25th St S","Fargo","ND","58104"," 7:00AM-7:00PM","(701) 241-5600 Ext. "
"Cass","09","21","01","Olivet Lutheran","1330 University Drive South","Fargo","ND","58103"," 7:00AM-7:00PM","(701) 241-5600 Ext. "
